Iteration: 1 | Loss: 2.30211735328 | Training accuracy: 0.0799999982119% | Test accuracy: 0.107000008225%
Iteration: 769 | Loss: 2.30118928194 | Training accuracy: 0.159999996424% | Test accuracy: 0.112000003457%
Iteration: 770 | Loss: 2.30118492643 | Training accuracy: 0.140000000596% | Test accuracy: 0.133000001311%
Iteration: 771 | Loss: 2.30118705789 | Training accuracy: 0.189999997616% | Test accuracy: 0.105000004172%
Iteration: 772 | Loss: 2.30118769805 | Training accuracy: 0.0799999982119% | Test accuracy: 0.120000004768%
Iteration: 773 | Loss: 2.30118540327 | Training accuracy: 0.149999991059% | Test accuracy: 0.111000008881%
Iteration: 774 | Loss: 2.30118640502 | Training accuracy: 0.070000000298% | Test accuracy: 0.127000004053%
Iteration: 775 | Loss: 2.3011858813 | Training accuracy: 0.0799999982119% | Test accuracy: 0.122000008821%
Iteration: 776 | Loss: 2.30118527412 | Training accuracy: 0.109999999404% | Test accuracy: 0.11400000751%
Iteration: 777 | Loss: 2.30118925651 | Training accuracy: 0.189999997616% | Test accuracy: 0.129000008106%
Iteration: 778 | Loss: 2.30118612965 | Training accuracy: 0.0999999940395% | Test accuracy: 0.141000002623%
Iteration: 779 | Loss: 2.30118828535 | Training accuracy: 0.0999999940395% | Test accuracy: 0.112000003457%
Iteration: 780 | Loss: 2.30118619164 | Training accuracy: 0.0599999986589% | Test accuracy: 0.131000012159%
Iteration: 781 | Loss: 2.30118607918 | Training accuracy: 0.0799999982119% | Test accuracy: 0.131000012159%
Iteration: 782 | Loss: 2.30118691007 | Training accuracy: 0.119999997318% | Test accuracy: 0.106000006199%
Iteration: 783 | Loss: 2.30118479451 | Training accuracy: 0.0999999940395% | Test accuracy: 0.116000004113%
Iteration: 784 | Loss: 2.30118608157 | Training accuracy: 0.119999997318% | Test accuracy: 0.10300000757%
Iteration: 785 | Loss: 2.30118442098 | Training accuracy: 0.119999997318% | Test accuracy: 0.104000002146%
Iteration: 786 | Loss: 2.30118666291 | Training accuracy: 0.0799999982119% | Test accuracy: 0.117000006139%
Iteration: 787 | Loss: 2.3011862727 | Training accuracy: 0.189999997616% | Test accuracy: 0.112000003457%
Iteration: 788 | Loss: 2.30118613005 | Training accuracy: 0.119999997318% | Test accuracy: 0.101000003517%
Iteration: 789 | Loss: 2.30118681391 | Training accuracy: 0.140000000596% | Test accuracy: 0.107000008225%
Iteration: 790 | Loss: 2.3011856548 | Training accuracy: 0.129999995232% | Test accuracy: 0.130000010133%
Iteration: 791 | Loss: 2.30119096875 | Training accuracy: 0.070000000298% | Test accuracy: 0.112000003457%
Iteration: 792 | Loss: 2.30118979454 | Training accuracy: 0.149999991059% | Test accuracy: 0.101000003517%
Iteration: 793 | Loss: 2.30118793011 | Training accuracy: 0.0899999961257% | Test accuracy: 0.115000002086%
Iteration: 794 | Loss: 2.30119040966 | Training accuracy: 0.140000000596% | Test accuracy: 0.115000002086%
Iteration: 795 | Loss: 2.30118742625 | Training accuracy: 0.129999995232% | Test accuracy: 0.110000006855%
Iteration: 796 | Loss: 2.30118732572 | Training accuracy: 0.0599999986589% | Test accuracy: 0.118000008166%
Iteration: 797 | Loss: 2.3011854442 | Training accuracy: 0.129999995232% | Test accuracy: 0.104000002146%
Iteration: 798 | Loss: 2.30118798614 | Training accuracy: 0.149999991059% | Test accuracy: 0.111000008881%
Iteration: 799 | Loss: 2.30118825436 | Training accuracy: 0.140000000596% | Test accuracy: 0.108000002801%
Iteration: 800 | Loss: 2.30118699153 | Training accuracy: 0.149999991059% | Test accuracy: 0.121000006795%
Iteration: 801 | Loss: 2.30118608872 | Training accuracy: 0.0599999986589% | Test accuracy: 0.115000002086%
Iteration: 802 | Loss: 2.30118658781 | Training accuracy: 0.149999991059% | Test accuracy: 0.11400000751%
Iteration: 803 | Loss: 2.30118813237 | Training accuracy: 0.179999992251% | Test accuracy: 0.11400000751%
Iteration: 804 | Loss: 2.30118540009 | Training accuracy: 0.119999997318% | Test accuracy: 0.122000008821%
Iteration: 805 | Loss: 2.30118508776 | Training accuracy: 0.0899999961257% | Test accuracy: 0.11400000751%
Iteration: 806 | Loss: 2.30118653417 | Training accuracy: 0.109999999404% | Test accuracy: 0.107000008225%
Iteration: 807 | Loss: 2.30118828456 | Training accuracy: 0.129999995232% | Test accuracy: 0.107000008225%
Iteration: 808 | Loss: 2.30118776123 | Training accuracy: 0.0899999961257% | Test accuracy: 0.120000004768%
Iteration: 809 | Loss: 2.30118781606 | Training accuracy: 0.0899999961257% | Test accuracy: 0.108000002801%
Iteration: 810 | Loss: 2.3011857307 | Training accuracy: 0.0899999961257% | Test accuracy: 0.104000002146%
Iteration: 811 | Loss: 2.30118888696 | Training accuracy: 0.129999995232% | Test accuracy: 0.11400000751%
Iteration: 812 | Loss: 2.30118442257 | Training accuracy: 0.0999999940395% | Test accuracy: 0.112000003457%
Iteration: 813 | Loss: 2.30118710637 | Training accuracy: 0.0599999986589% | Test accuracy: 0.119000002742%
Iteration: 814 | Loss: 2.30118728161 | Training accuracy: 0.109999999404% | Test accuracy: 0.111000008881%
Iteration: 815 | Loss: 2.30118838827 | Training accuracy: 0.0799999982119% | Test accuracy: 0.109000004828%
Iteration: 816 | Loss: 2.30118871172 | Training accuracy: 0.149999991059% | Test accuracy: 0.119000002742%
Iteration: 817 | Loss: 2.30119035363 | Training accuracy: 0.109999999404% | Test accuracy: 0.125%
Iteration: 818 | Loss: 2.30118720929 | Training accuracy: 0.129999995232% | Test accuracy: 0.116000004113%
Iteration: 819 | Loss: 2.30118413011 | Training accuracy: 0.0799999982119% | Test accuracy: 0.118000008166%
Iteration: 820 | Loss: 2.30118774494 | Training accuracy: 0.0899999961257% | Test accuracy: 0.106000006199%
Iteration: 821 | Loss: 2.30118443569 | Training accuracy: 0.0999999940395% | Test accuracy: 0.113000005484%
Iteration: 822 | Loss: 2.301185805 | Training accuracy: 0.019999999553% | Test accuracy: 0.110000006855%
Iteration: 823 | Loss: 2.30118438443 | Training accuracy: 0.0899999961257% | Test accuracy: 0.105000004172%
Iteration: 824 | Loss: 2.30118495901 | Training accuracy: 0.140000000596% | Test accuracy: 0.0900000035763%
Iteration: 825 | Loss: 2.30118641496 | Training accuracy: 0.109999999404% | Test accuracy: 0.116000004113%
Iteration: 826 | Loss: 2.30118510087 | Training accuracy: 0.0799999982119% | Test accuracy: 0.122000008821%
Iteration: 827 | Loss: 2.30118773699 | Training accuracy: 0.0899999961257% | Test accuracy: 0.105000004172%
Iteration: 828 | Loss: 2.30118650476 | Training accuracy: 0.0899999961257% | Test accuracy: 0.0950000062585%
Iteration: 829 | Loss: 2.30118554473 | Training accuracy: 0.0999999940395% | Test accuracy: 0.0900000035763%
Iteration: 830 | Loss: 2.30118661364 | Training accuracy: 0.119999997318% | Test accuracy: 0.111000008881%
Iteration: 831 | Loss: 2.30118814071 | Training accuracy: 0.109999999404% | Test accuracy: 0.106000006199%
Iteration: 832 | Loss: 2.30118486921 | Training accuracy: 0.149999991059% | Test accuracy: 0.0880000069737%
Iteration: 833 | Loss: 2.30118604422 | Training accuracy: 0.0899999961257% | Test accuracy: 0.126000002027%
Iteration: 834 | Loss: 2.30118610183 | Training accuracy: 0.0899999961257% | Test accuracy: 0.106000006199%
Iteration: 835 | Loss: 2.30118839343 | Training accuracy: 0.070000000298% | Test accuracy: 0.109000004828%
Iteration: 836 | Loss: 2.30118661841 | Training accuracy: 0.149999991059% | Test accuracy: 0.117000006139%
Iteration: 837 | Loss: 2.30118747433 | Training accuracy: 0.159999996424% | Test accuracy: 0.118000008166%
Iteration: 838 | Loss: 2.30118936419 | Training accuracy: 0.119999997318% | Test accuracy: 0.121000006795%
Iteration: 839 | Loss: 2.30118590275 | Training accuracy: 0.109999999404% | Test accuracy: 0.0890000015497%
Iteration: 840 | Loss: 2.30118329326 | Training accuracy: 0.129999995232% | Test accuracy: 0.11400000751%
Iteration: 841 | Loss: 2.30118400733 | Training accuracy: 0.119999997318% | Test accuracy: 0.12800000608%
Iteration: 842 | Loss: 2.30118901253 | Training accuracy: 0.109999999404% | Test accuracy: 0.124000005424%
Iteration: 843 | Loss: 2.30118573626 | Training accuracy: 0.0899999961257% | Test accuracy: 0.116000004113%
Iteration: 844 | Loss: 2.30118411104 | Training accuracy: 0.0999999940395% | Test accuracy: 0.11400000751%
Iteration: 845 | Loss: 2.30118456086 | Training accuracy: 0.129999995232% | Test accuracy: 0.102000005543%
Iteration: 846 | Loss: 2.30118821859 | Training accuracy: 0.0999999940395% | Test accuracy: 0.0990000069141%
Iteration: 847 | Loss: 2.30118715207 | Training accuracy: 0.0899999961257% | Test accuracy: 0.119000002742%
Iteration: 848 | Loss: 2.30118650198 | Training accuracy: 0.149999991059% | Test accuracy: 0.131999999285%
Iteration: 849 | Loss: 2.30118586262 | Training accuracy: 0.0799999982119% | Test accuracy: 0.117000006139%
Iteration: 850 | Loss: 2.30118712306 | Training accuracy: 0.0499999970198% | Test accuracy: 0.124000005424%
Iteration: 851 | Loss: 2.30118388653 | Training accuracy: 0.0899999961257% | Test accuracy: 0.0980000048876%
Iteration: 852 | Loss: 2.30118480563 | Training accuracy: 0.070000000298% | Test accuracy: 0.108000002801%
Iteration: 853 | Loss: 2.30118866324 | Training accuracy: 0.0999999940395% | Test accuracy: 0.111000008881%
Iteration: 854 | Loss: 2.30118440986 | Training accuracy: 0.0799999982119% | Test accuracy: 0.113000005484%
Iteration: 855 | Loss: 2.30118630926 | Training accuracy: 0.179999992251% | Test accuracy: 0.12800000608%
Iteration: 856 | Loss: 2.30118553758 | Training accuracy: 0.0799999982119% | Test accuracy: 0.113000005484%
Iteration: 857 | Loss: 2.30118581414 | Training accuracy: 0.0799999982119% | Test accuracy: 0.109000004828%
Iteration: 858 | Loss: 2.30118856668 | Training accuracy: 0.0999999940395% | Test accuracy: 0.0960000008345%
Iteration: 859 | Loss: 2.30118645986 | Training accuracy: 0.129999995232% | Test accuracy: 0.111000008881%
Iteration: 860 | Loss: 2.30118545095 | Training accuracy: 0.0899999961257% | Test accuracy: 0.0900000035763%
Iteration: 861 | Loss: 2.30118883729 | Training accuracy: 0.140000000596% | Test accuracy: 0.126000002027%
Iteration: 862 | Loss: 2.30118647099 | Training accuracy: 0.119999997318% | Test accuracy: 0.109000004828%
Iteration: 863 | Loss: 2.30118402123 | Training accuracy: 0.070000000298% | Test accuracy: 0.11400000751%
Iteration: 864 | Loss: 2.30118427316 | Training accuracy: 0.0999999940395% | Test accuracy: 0.116000004113%
Iteration: 865 | Loss: 2.30118651112 | Training accuracy: 0.0999999940395% | Test accuracy: 0.111000008881%
Iteration: 866 | Loss: 2.30118806998 | Training accuracy: 0.0899999961257% | Test accuracy: 0.107000008225%
Iteration: 867 | Loss: 2.30118489424 | Training accuracy: 0.0799999982119% | Test accuracy: 0.121000006795%
Iteration: 868 | Loss: 2.30118920088 | Training accuracy: 0.0999999940395% | Test accuracy: 0.110000006855%
Iteration: 869 | Loss: 2.30118786971 | Training accuracy: 0.109999999404% | Test accuracy: 0.126000002027%
Iteration: 870 | Loss: 2.30118791699 | Training accuracy: 0.199999988079% | Test accuracy: 0.111000008881%
Iteration: 871 | Loss: 2.30118370533 | Training accuracy: 0.129999995232% | Test accuracy: 0.101000003517%
Iteration: 872 | Loss: 2.30118917147 | Training accuracy: 0.109999999404% | Test accuracy: 0.113000005484%
